analysis	year	estimate	lower_confidence_limit	upper_confidence_limit
203	2017	-1.5372	-1.8163	-1.2582
203	2018	-1.3252	-1.5848	-1.0656
203	2019	-1.034	-1.2871	-0.7808
203	2020	-1.2993	-1.5577	-1.0409
203	2021	-1.5527	-1.8489	-1.2565
204	2007	-0.7018	-1.0334	-0.3703
204	2010	-0.6913	-1.006	-0.3767
204	2013	-0.7186	-1.0378	-0.3995
204	2016	-0.7362	-1.0646	-0.4078
204	2019	-0.8136	-1.2106	-0.4166
205	2007	0.2034	0.0318	0.3749
205	2008	0.0988	-0.0732	0.2708
205	2009	-0.0401	-0.2392	0.159
205	2010	0.0294	-0.1294	0.1882
205	2011	0.0103	-0.1579	0.1786
205	2012	0.0112	-0.1628	0.1853
205	2013	0.0381	-0.1353	0.2116
205	2014	-0.0143	-0.2043	0.1756
205	2015	0.012	-0.1695	0.1935
205	2016	0.1168	-0.0498	0.2834
205	2017	0.1283	-0.0464	0.303
205	2018	0.2308	0.0589	0.4027
205	2019	0.2385	0.0705	0.4065
205	2020	0.2826	0.1135	0.4518
205	2021	0.2774	0.0986	0.4562
16	2007	-1.0162	-1.4904	-0.5421
16	2008	-1.0348	-1.4671	-0.6024
16	2009	-0.9439	-1.2876	-0.6002
16	2010	-0.9156	-1.2536	-0.5776
16	2011	-0.7805	-1.1164	-0.4446
16	2012	-0.7729	-1.0987	-0.4471
16	2013	-0.7391	-1.0626	-0.4156
16	2014	-0.7979	-1.1132	-0.4826
16	2015	-0.7581	-1.0569	-0.4593
16	2016	-0.6887	-1.0223	-0.3551
16	2017	-0.697	-1.0265	-0.3675
16	2018	-0.8063	-1.1081	-0.5045
16	2019	-0.8314	-1.1643	-0.4986
16	2020	-0.7814	-1.1083	-0.4544
16	2021	-0.7069	-1.0459	-0.3679
206	2007	-0.6094	-0.6757	-0.543
206	2010	-0.4407	-0.5056	-0.3759
206	2013	-0.472	-0.5374	-0.4067
206	2016	-0.4232	-0.4856	-0.3608
206	2019	-0.4591	-0.5243	-0.3939
207	2007	-0.739	-0.7947	-0.6833
207	2010	-0.4994	-0.554	-0.4448
207	2013	-0.5424	-0.5988	-0.4861
207	2016	-0.4642	-0.5181	-0.4103
207	2019	-0.4185	-0.4733	-0.3637
208	2007	-1.047	-1.3803	-0.7136
208	2008	-0.9351	-1.2324	-0.6379
208	2009	-1.0772	-1.3997	-0.7547
208	2010	-1.1714	-1.4865	-0.8562
208	2011	-1.1883	-1.5072	-0.8694
208	2012	-1.3554	-1.6905	-1.0203
208	2013	-1.5563	-1.9131	-1.1995
208	2014	-1.6963	-2.0959	-1.2966
208	2015	-1.7321	-2.1303	-1.334
208	2016	-1.707	-2.0767	-1.3372
208	2017	-1.6548	-1.9888	-1.3209
208	2018	-1.769	-2.1654	-1.3727
208	2019	-1.8282	-2.261	-1.3954
208	2020	-1.9141	-2.433	-1.3951
208	2021	-1.9529	-2.554	-1.3517
21	2007	0.4937	0.3471	0.6404
21	2008	0.489	0.3358	0.6423
21	2009	0.4353	0.2746	0.596
21	2010	0.3747	0.2161	0.5333
21	2011	0.4849	0.2976	0.6722
21	2012	0.29	0.1154	0.4646
21	2013	0.1704	0.0037	0.3372
21	2014	0.053	-0.1356	0.2416
21	2015	0.0277	-0.1596	0.215
21	2016	-4e-04	-0.1828	0.1821
21	2017	0.0461	-0.1384	0.2306
21	2018	0.0373	-0.1433	0.2179
21	2019	0.1017	-0.0724	0.2759
21	2020	0.1025	-0.0827	0.2877
21	2021	0.1108	-0.0918	0.3134
209	2007	-1.0544	-1.2502	-0.8587
209	2008	-0.9963	-1.1472	-0.8454
209	2009	-0.9528	-1.107	-0.7986
209	2010	-0.9542	-1.1201	-0.7882
209	2011	-1.0816	-1.2307	-0.9325
209	2012	-1.1642	-1.323	-1.0055
209	2013	-1.2252	-1.3913	-1.059
209	2014	-1.2709	-1.4334	-1.1083
209	2015	-1.3908	-1.5618	-1.2198
209	2016	-1.4054	-1.5742	-1.2366
209	2017	-1.4447	-1.6152	-1.2742
209	2018	-1.482	-1.6572	-1.3069
209	2019	-1.537	-1.7227	-1.3513
209	2020	-1.5237	-1.7168	-1.3306
209	2021	-1.5096	-1.7163	-1.303
210	2007	-0.1553	-0.2561	-0.0545
210	2008	-0.1253	-0.2279	-0.0227
210	2009	-0.1498	-0.257	-0.0425
210	2010	-0.1376	-0.2377	-0.0375
210	2011	5e-04	-0.1075	0.1085
210	2012	-0.2022	-0.3181	-0.0863
210	2013	-0.2154	-0.3167	-0.1142
210	2014	-0.4548	-0.5801	-0.3295
210	2015	-0.3992	-0.5233	-0.2751
210	2016	-0.192	-0.2971	-0.0868
210	2017	-0.315	-0.4267	-0.2033
210	2018	-0.2237	-0.3356	-0.1118
210	2019	-0.223	-0.3329	-0.1131
210	2020	-0.1619	-0.2711	-0.0527
210	2021	-0.3599	-0.4889	-0.2309
211	2007	-1.1724	-1.4054	-0.9393
211	2010	-0.9929	-1.2096	-0.7762
211	2013	-0.9912	-1.2031	-0.7792
211	2016	-0.9518	-1.163	-0.7407
211	2019	-0.9215	-1.1447	-0.6982
212	2007	-0.594	-0.7722	-0.4158
212	2010	-0.8721	-1.0497	-0.6944
212	2013	-0.9734	-1.1535	-0.7934
212	2016	-1.1679	-1.3557	-0.9801
212	2019	-1.2604	-1.473	-1.0478
213	2007	-1.0943	-1.2572	-0.9314
213	2010	-0.9014	-1.0612	-0.7415
213	2013	-1.0379	-1.2126	-0.8631
213	2016	-1.0302	-1.1978	-0.8625
213	2019	-1.4306	-1.6201	-1.241
214	2007	0.24	-0.068	0.5481
214	2008	0.2464	-0.0429	0.5357
214	2009	0.2254	-0.0512	0.502
214	2010	0.2139	-0.0612	0.4891
214	2011	0.3191	0.0201	0.6182
214	2012	0.2514	-0.0293	0.5322
214	2013	0.2291	-0.0832	0.5415
214	2014	-0.0207	-0.3237	0.2823
214	2015	-0.1024	-0.4	0.1953
214	2016	-0.0539	-0.3756	0.2679
214	2017	-0.1176	-0.4293	0.1942
214	2018	-0.134	-0.4393	0.1713
214	2019	-0.2156	-0.5605	0.1293
214	2020	-0.0499	-0.3584	0.2585
214	2021	0.0749	-0.2602	0.4101
215	2007	-1.0074	-1.2027	-0.812
215	2010	-0.9443	-1.1305	-0.7581
215	2013	-0.8098	-0.9889	-0.6306
215	2016	-0.7038	-0.886	-0.5215
215	2019	-0.5977	-0.7936	-0.4017
216	2007	-0.9901	-1.0472	-0.933
216	2010	-0.9314	-0.9897	-0.8732
216	2013	-1.1264	-1.1892	-1.0635
216	2016	-1.235	-1.2967	-1.1734
216	2019	-1.363	-1.4311	-1.295
217	2007	-0.7265	-0.7807	-0.6722
217	2010	-0.7975	-0.8529	-0.7422
217	2013	-0.9312	-0.9905	-0.8718
217	2016	-0.891	-0.9462	-0.8358
217	2019	-0.9415	-1.0007	-0.8824
218	2007	-0.4269	-0.5727	-0.281
218	2010	-0.4774	-0.6137	-0.341
218	2013	-0.5146	-0.6494	-0.3797
218	2016	-0.5504	-0.6956	-0.4051
218	2019	-0.4015	-0.5449	-0.2582
219	2007	-0.1692	-0.4613	0.1228
219	2008	-0.3991	-0.7528	-0.0455
219	2009	-0.4885	-0.8246	-0.1525
219	2010	0.0015	-0.2683	0.2712
219	2011	0.0069	-0.3134	0.3271
219	2012	0.5135	0.1996	0.8274
219	2013	0.0547	-0.2395	0.3489
219	2014	0.0642	-0.2516	0.3799
219	2015	-0.1326	-0.4373	0.1721
219	2016	-0.4213	-0.7689	-0.0737
219	2017	-0.2926	-0.635	0.0498
219	2018	-0.5416	-0.8366	-0.2466
219	2019	-0.3578	-0.6621	-0.0534
219	2020	-0.1874	-0.555	0.1801
219	2021	0.2604	-0.0997	0.6205
220	2007	0.4829	0.1091	0.8567
220	2010	0.5029	0.142	0.8638
220	2013	0.7676	0.452	1.0831
220	2016	0.8179	0.5582	1.0775
220	2019	1.1306	0.8041	1.4571
221	2007	-0.9489	-1.3194	-0.5784
221	2010	-0.8619	-1.224	-0.4998
221	2013	-0.5097	-0.8316	-0.1879
221	2016	-0.267	-0.5848	0.0508
221	2019	-0.224	-0.619	0.1711
222	2007	0.1138	0.0308	0.1968
222	2010	-0.0274	-0.1126	0.0578
222	2013	-0.0472	-0.1341	0.0396
222	2016	-0.1435	-0.2284	-0.0587
222	2019	-0.1246	-0.2122	-0.037
223	2007	-1.5156	-1.8959	-1.1353
223	2008	-1.5322	-1.8664	-1.198
223	2009	-1.5329	-1.8702	-1.1957
223	2010	-1.3881	-1.6909	-1.0854
223	2011	-1.2969	-1.6214	-0.9724
223	2012	-1.3429	-1.6472	-1.0387
223	2013	-1.375	-1.6761	-1.074
223	2014	-1.4129	-1.7137	-1.1121
223	2015	-1.3835	-1.6834	-1.0836
223	2016	-1.5259	-1.8397	-1.2121
223	2017	-1.5957	-1.9286	-1.2628
223	2018	-1.5721	-1.8927	-1.2516
223	2019	-1.5627	-1.8843	-1.2411
223	2020	-1.4931	-1.8112	-1.175
223	2021	-1.4581	-1.7908	-1.1255
224	2007	-1.4281	-1.7132	-1.1431
224	2008	-1.4608	-1.7119	-1.2096
224	2009	-1.4231	-1.6769	-1.1692
224	2010	-1.431	-1.6809	-1.1812
224	2011	-1.4746	-1.7232	-1.226
224	2012	-1.5611	-1.8217	-1.3005
224	2013	-1.6518	-1.9125	-1.3911
224	2014	-1.7547	-2.0322	-1.4773
224	2015	-1.7991	-2.0847	-1.5135
224	2016	-1.8837	-2.1735	-1.5939
224	2017	-2.003	-2.3189	-1.6872
224	2018	-2.0909	-2.431	-1.7507
224	2019	-2.1564	-2.5188	-1.7941
224	2020	-2.1717	-2.5585	-1.7849
224	2021	-2.2113	-2.6526	-1.7699
225	2007	-1.2223	-1.7353	-0.7094
225	2008	-1.2882	-1.7653	-0.8111
225	2009	-1.2692	-1.7324	-0.8061
225	2010	-1.2369	-1.6937	-0.7801
225	2011	-1.0903	-1.5113	-0.6694
225	2012	-1.0203	-1.4369	-0.6037
225	2013	-0.9032	-1.303	-0.5033
225	2014	-0.9349	-1.3512	-0.5186
225	2015	-0.8814	-1.3052	-0.4575
225	2016	-0.7583	-1.1646	-0.3519
225	2017	-0.4649	-0.8804	-0.0493
225	2018	-0.3783	-0.8169	0.0604
225	2019	-0.3632	-0.797	0.0705
225	2020	-0.3565	-0.808	0.095
225	2021	-0.3427	-0.8176	0.1322
226	2007	-0.4053	-0.5908	-0.2198
226	2008	-0.4988	-0.6562	-0.3415
226	2009	-0.4277	-0.5862	-0.2692
226	2010	-0.3963	-0.5558	-0.2368
226	2011	-0.5354	-0.6939	-0.3768
226	2012	-0.6746	-0.8451	-0.504
226	2013	-0.5946	-0.7587	-0.4304
226	2014	-0.6492	-0.8056	-0.4929
226	2015	-0.7147	-0.8871	-0.5424
226	2016	-0.7696	-0.9396	-0.5995
226	2017	-0.6814	-0.8503	-0.5124
226	2018	-0.7865	-0.9652	-0.6078
226	2019	-0.8314	-1.0095	-0.6534
226	2020	-0.9776	-1.1723	-0.7829
226	2021	-1.032	-1.2452	-0.8189
227	2007	0.406	0.0263	0.7858
227	2010	0.5698	0.2363	0.9034
227	2013	0.6615	0.351	0.9721
227	2016	0.7453	0.443	1.0475
227	2019	1.0301	0.7314	1.3288
228	2007	-0.2297	-0.2942	-0.1651
228	2008	-0.1879	-0.2499	-0.1259
228	2009	-0.1205	-0.1851	-0.0558
228	2010	-0.1151	-0.1775	-0.0528
228	2011	-0.1185	-0.1824	-0.0546
228	2012	-0.0715	-0.139	-0.0041
228	2013	-0.1714	-0.238	-0.1049
228	2014	-0.1132	-0.1786	-0.0479
228	2015	-0.2025	-0.2705	-0.1344
228	2016	-0.295	-0.3605	-0.2295
228	2017	-0.2547	-0.321	-0.1884
228	2018	-0.2374	-0.3029	-0.1718
228	2019	-0.1919	-0.2572	-0.1266
228	2020	-0.2516	-0.3214	-0.1818
228	2021	-0.2222	-0.2888	-0.1555
229	2007	-1.3305	-1.5498	-1.1112
229	2008	-0.9554	-1.1584	-0.7524
229	2009	-1.0021	-1.2338	-0.7704
229	2010	-0.9707	-1.1778	-0.7635
229	2011	-0.7941	-0.9892	-0.599
229	2012	-0.9322	-1.1651	-0.6993
229	2013	-1.083	-1.3228	-0.8432
229	2014	-1.2578	-1.5146	-1.001
229	2015	-0.7953	-1.0284	-0.5622
229	2016	-0.7109	-0.9164	-0.5055
229	2017	-1.1429	-1.368	-0.9179
229	2018	-1.3645	-1.6128	-1.1163
229	2019	-1.3679	-1.5982	-1.1375
229	2020	-1.7117	-2.0183	-1.4052
229	2021	-1.4947	-1.7545	-1.235
230	2007	-0.4088	-0.5371	-0.2805
230	2010	-0.5093	-0.6327	-0.3859
230	2013	-0.6091	-0.7318	-0.4864
230	2016	-0.7079	-0.8365	-0.5793
230	2019	-0.8598	-1.0106	-0.7091
231	2007	-1.0125	-1.1419	-0.8831
231	2010	-1.0828	-1.2057	-0.9598
231	2013	-1.2805	-1.4081	-1.153
231	2016	-1.3948	-1.528	-1.2617
231	2019	-1.4895	-1.6457	-1.3332
232	2007	-0.9244	-1.1608	-0.6881
232	2008	-0.9108	-1.1197	-0.702
232	2009	-0.8762	-1.0912	-0.6612
232	2010	-0.8406	-1.0535	-0.6277
232	2011	-0.8649	-1.0741	-0.6556
232	2012	-0.8843	-1.0974	-0.6712
232	2013	-0.9288	-1.1621	-0.6955
232	2014	-0.8188	-1.0205	-0.617
232	2015	-0.7683	-0.9714	-0.5651
232	2016	-0.7078	-0.92	-0.4955
232	2017	-0.6836	-0.889	-0.4783
232	2018	-0.7721	-0.9762	-0.5681
232	2019	-0.8176	-1.0274	-0.6078
232	2020	-0.9066	-1.1149	-0.6982
232	2021	-0.9905	-1.2299	-0.7511
233	2007	0.6273	0.3885	0.8662
233	2008	0.4395	0.2234	0.6557
233	2009	0.4449	0.2167	0.6732
233	2010	0.5991	0.3964	0.8018
233	2011	0.659	0.4332	0.8848
233	2012	0.5477	0.3258	0.7696
233	2013	0.6665	0.4682	0.8648
233	2014	0.5842	0.3702	0.7982
233	2015	0.4916	0.2578	0.7253
233	2016	0.5607	0.3518	0.7696
233	2017	0.6761	0.4685	0.8836
233	2018	0.7029	0.4984	0.9074
233	2019	0.7431	0.5452	0.9411
233	2020	0.7937	0.588	0.9995
233	2021	0.8432	0.6313	1.0551
234	2007	-0.1417	-0.2197	-0.0637
234	2010	-0.1169	-0.1966	-0.0372
234	2013	-0.3144	-0.3991	-0.2297
234	2016	-0.2251	-0.3059	-0.1443
234	2019	-0.2288	-0.3124	-0.1451
235	2007	-1.2612	-1.4215	-1.1009
235	2008	-1.1736	-1.3089	-1.0384
235	2009	-1.1552	-1.2891	-1.0214
235	2010	-1.1942	-1.3306	-1.0578
235	2011	-1.2319	-1.3739	-1.0899
235	2012	-1.2027	-1.3466	-1.0587
235	2013	-1.0888	-1.2235	-0.9541
235	2014	-0.9894	-1.1201	-0.8587
235	2015	-0.9169	-1.0468	-0.7871
235	2016	-0.9101	-1.0377	-0.7825
235	2017	-0.9005	-1.031	-0.77
235	2018	-0.8271	-0.9534	-0.7009
235	2019	-0.7481	-0.8786	-0.6177
235	2020	-0.7733	-0.9043	-0.6424
235	2021	-0.8084	-0.9471	-0.6697
236	2007	0.14	0.0106	0.2694
236	2008	0.2693	0.1597	0.3789
236	2009	0.2569	0.1494	0.3643
236	2010	0.2154	0.1101	0.3208
236	2011	0.1849	0.0741	0.2957
236	2012	0.181	0.0727	0.2893
236	2013	0.1563	0.0501	0.2624
236	2014	0.0848	-0.0261	0.1957
236	2015	0.0566	-0.0532	0.1665
236	2016	0.044	-0.0646	0.1525
236	2017	0.0419	-0.0654	0.1493
236	2018	0.0228	-0.0858	0.1315
236	2019	-0.0377	-0.1504	0.075
236	2020	-0.0807	-0.1964	0.0349
236	2021	-0.0984	-0.2218	0.0249
237	2007	0.4756	0.1933	0.7579
237	2008	0.4122	0.1513	0.673
237	2009	0.2284	-0.0422	0.499
237	2010	0.1743	-0.0756	0.4241
237	2011	0.1443	-0.1145	0.403
237	2012	0.0271	-0.2391	0.2934
237	2013	0.1106	-0.1587	0.3798
237	2014	0.1208	-0.1494	0.3911
237	2015	0.2389	-0.033	0.5108
237	2016	0.2174	-0.0453	0.4801
237	2017	0.3209	0.0712	0.5705
237	2018	0.3081	0.0702	0.5461
237	2019	0.4355	0.1754	0.6956
237	2020	0.1889	-0.0839	0.4617
237	2021	0.1888	-0.0857	0.4633
238	2007	0.6775	0.5951	0.76
238	2008	0.5787	0.4951	0.6623
238	2009	0.672	0.5847	0.7592
238	2010	0.6091	0.5258	0.6923
238	2011	0.6202	0.5332	0.7072
238	2012	0.5699	0.4774	0.6624
238	2013	0.4198	0.3284	0.5112
238	2014	0.3562	0.2639	0.4486
238	2015	0.4598	0.3669	0.5527
238	2016	0.3116	0.2234	0.3999
238	2017	0.2731	0.1836	0.3627
238	2018	0.3048	0.2121	0.3974
238	2019	0.3861	0.2942	0.4779
238	2020	0.4081	0.3176	0.4985
238	2021	0.4514	0.3598	0.543
239	2007	-1.1069	-1.4585	-0.7554
239	2008	-1.2727	-1.5682	-0.9772
239	2009	-1.3653	-1.6631	-1.0675
239	2010	-1.3501	-1.6948	-1.0055
239	2011	-0.858	-1.1408	-0.5753
239	2012	-0.9196	-1.191	-0.6483
239	2013	-0.9172	-1.1995	-0.635
239	2014	-1.0432	-1.3347	-0.7517
239	2015	-1.1287	-1.4115	-0.8459
239	2016	-1.0693	-1.3638	-0.7749
239	2017	-1.2437	-1.5702	-0.9172
239	2018	-0.8507	-1.1151	-0.5863
239	2019	-0.8852	-1.1854	-0.585
239	2020	-0.8335	-1.1215	-0.5455
239	2021	-1.0572	-1.3588	-0.7556
240	2007	0.0702	-0.2417	0.3821
240	2010	0.1121	-0.1902	0.4144
240	2013	0.0158	-0.2877	0.3193
240	2016	0.015	-0.2761	0.3061
240	2019	-0.4549	-0.7735	-0.1363
241	2007	-1.2442	-1.3272	-1.1611
241	2010	-1.1069	-1.1889	-1.0249
241	2013	-1.0404	-1.1231	-0.9578
241	2016	-1.0746	-1.1546	-0.9947
241	2019	-0.906	-0.987	-0.8251
242	2007	-0.7455	-0.97	-0.521
242	2008	-0.738	-0.9462	-0.5297
242	2009	-0.7642	-0.9903	-0.5381
242	2010	-0.6953	-0.9015	-0.489
242	2011	-0.5725	-0.7708	-0.3741
242	2012	-0.5192	-0.7212	-0.3173
242	2013	-0.5786	-0.7804	-0.3768
242	2014	-0.5875	-0.7863	-0.3886
242	2015	-0.5835	-0.7906	-0.3765
242	2016	-0.5464	-0.7543	-0.3385
242	2017	-0.5198	-0.7159	-0.3237
242	2018	-0.3896	-0.5975	-0.1817
242	2019	-0.325	-0.5347	-0.1153
242	2020	-0.2652	-0.4633	-0.067
242	2021	-0.3264	-0.5599	-0.0929
243	2007	-1.006	-1.0994	-0.9127
243	2008	-0.9626	-1.053	-0.8722
243	2009	-0.9239	-1.018	-0.8299
243	2010	-0.8339	-0.9231	-0.7447
243	2011	-0.797	-0.8891	-0.705
243	2012	-0.7011	-0.7952	-0.6071
243	2013	-0.8161	-0.907	-0.7252
243	2014	-0.9569	-1.0543	-0.8595
243	2015	-0.9363	-1.031	-0.8415
243	2016	-1.0051	-1.0968	-0.9134
243	2017	-1.0443	-1.1389	-0.9496
243	2018	-1.01	-1.1048	-0.9152
243	2019	-0.9215	-1.0158	-0.8272
243	2020	-0.9763	-1.0753	-0.8773
243	2021	-0.9921	-1.0882	-0.896
244	2007	-1.1566	-1.3854	-0.9277
244	2008	-1.1312	-1.3375	-0.9249
244	2009	-1.162	-1.3709	-0.9531
244	2010	-1.219	-1.4451	-0.9929
244	2011	-1.1814	-1.3897	-0.9731
244	2012	-1.1794	-1.3878	-0.971
244	2013	-1.2206	-1.4595	-0.9817
244	2014	-1.1606	-1.3791	-0.942
244	2015	-1.0484	-1.2485	-0.8484
244	2016	-0.9829	-1.1841	-0.7818
244	2017	-0.9808	-1.1792	-0.7824
244	2018	-1.028	-1.2523	-0.8038
244	2019	-0.933	-1.1409	-0.7251
244	2020	-0.7676	-0.9809	-0.5543
244	2021	-0.918	-1.1452	-0.6908
46	2007	-0.8948	-1.1991	-0.5906
46	2010	-0.8359	-1.1017	-0.5702
46	2013	-0.7901	-1.0433	-0.537
46	2016	-0.7487	-1.009	-0.4885
46	2019	-0.7627	-1.034	-0.4914
245	2007	0.8733	0.3628	1.3837
245	2008	0.8019	0.3714	1.2325
245	2009	0.6465	0.2044	1.0887
245	2010	0.5087	0.0815	0.9359
245	2011	0.5209	0.0851	0.9568
245	2012	0.6795	0.2618	1.0972
245	2013	0.5119	0.0953	0.9284
245	2014	0.4365	0.0058	0.8673
245	2015	0.3398	-0.1123	0.7918
245	2016	0.5063	0.0893	0.9234
245	2017	0.6526	0.2429	1.0622
245	2018	0.7631	0.3593	1.1669
245	2019	0.876	0.4758	1.2761
245	2020	0.9396	0.5231	1.3562
245	2021	0.919	0.4757	1.3622
246	2007	-0.6555	-0.7498	-0.5613
246	2008	-0.6597	-0.7479	-0.5714
246	2009	-0.562	-0.6515	-0.4724
246	2010	-0.5212	-0.6108	-0.4315
246	2011	-0.4195	-0.5056	-0.3334
246	2012	-0.3662	-0.4568	-0.2756
246	2013	-0.4781	-0.5709	-0.3854
246	2014	-0.4888	-0.5789	-0.3986
246	2015	-0.4582	-0.55	-0.3665
246	2016	-0.458	-0.5455	-0.3705
246	2017	-0.4353	-0.5219	-0.3487
246	2018	-0.3803	-0.4656	-0.295
246	2019	-0.4587	-0.5484	-0.369
246	2020	-0.4373	-0.5288	-0.3459
246	2021	-0.4792	-0.5698	-0.3886
247	2007	-0.8708	-0.9834	-0.7582
247	2008	-0.8588	-0.966	-0.7515
247	2009	-0.8073	-0.917	-0.6975
247	2010	-0.8385	-0.9434	-0.7336
247	2011	-0.8874	-0.998	-0.7768
247	2012	-0.8977	-1.0119	-0.7836
247	2013	-0.8676	-0.9753	-0.7599
247	2014	-0.9007	-1.018	-0.7835
247	2015	-0.8276	-0.9352	-0.7199
247	2016	-0.8399	-0.9475	-0.7322
247	2017	-0.7708	-0.8758	-0.6658
247	2018	-0.7868	-0.8972	-0.6764
247	2019	-0.6681	-0.7771	-0.559
247	2020	-0.6616	-0.7689	-0.5543
247	2021	-0.676	-0.7891	-0.563
248	2007	-1.1539	-1.2483	-1.0596
248	2008	-1.1774	-1.2647	-1.0901
248	2009	-1.2367	-1.3263	-1.147
248	2010	-1.2752	-1.3663	-1.1841
248	2011	-1.3112	-1.4042	-1.2183
248	2012	-1.3031	-1.3977	-1.2084
248	2013	-1.3488	-1.4502	-1.2474
248	2014	-1.2624	-1.3556	-1.1692
248	2015	-1.1099	-1.2075	-1.0123
248	2016	-1.2252	-1.3152	-1.1351
248	2017	-1.2543	-1.3449	-1.1637
248	2018	-1.3329	-1.4262	-1.2396
248	2019	-1.2779	-1.3726	-1.1832
248	2020	-1.2352	-1.3356	-1.1347
248	2021	-1.3865	-1.4918	-1.2811
249	2007	-0.4914	-0.5967	-0.3862
249	2008	-0.3064	-0.4078	-0.2051
249	2009	-0.2487	-0.3512	-0.1462
249	2010	-0.0827	-0.1837	0.0183
249	2011	-0.0153	-0.1176	0.0871
249	2012	9e-04	-0.1032	0.1051
249	2013	0.1294	0.0242	0.2346
249	2014	0.008	-0.0984	0.1145
249	2015	0.162	0.0599	0.264
249	2016	0.2596	0.1574	0.3618
249	2017	0.1914	0.0894	0.2933
249	2018	0.2275	0.1265	0.3286
249	2019	0.3289	0.2257	0.4322
249	2020	0.2436	0.1394	0.3479
249	2021	0.2736	0.1716	0.3757
250	2007	-0.5654	-1.0356	-0.0952
250	2010	0.0938	-0.3591	0.5467
